brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,great tast refresh drink,I love the flavor and quenches my thirst,great tast refresh drink love flavor quench thirst jim beam appl bourbon whiskey l jim beam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8519,1,1
Powell Mahoney,Powell Mahoney174 Bloody Mary Mix - 750ml Bottle,5.0,good good bar bloodi mari,,good good bar bloodi mari powel mahoney bloodi mari mix ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,tri save calori still tasti margarita mix great use drop essenti lime oil give natur tast though,Great margaritas,tri save calori still tasti margarita mix great use drop essenti lime oil give natur tast though great margarita jose cuervo light margarita mix l bottl jose cuervo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8834,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,wife love margarita alway struggl make perfect margarita along come jose cuervo classic lime light margarita mix l feel like pro zero calori zero carb zero sugar calori sugar alcohol mix best here formula part mix part tequila love logado total wine teaspoon artifici sweetner big splash gran gala liquer drink becom light amber color fresh lime juic mix well add crush ice voila,Skinny Margarita,wife love margarita alway struggl make perfect margarita along come jose cuervo classic lime light margarita mix l feel like pro zero calori zero carb zero sugar calori sugar alcohol mix best here formula part mix part tequila love logado total wine teaspoon artifici sweetner big splash gran gala liquer drink becom light amber color fresh lime juic mix well add crush ice voila skinni margarita jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9712,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,tast great never enough stock store,Jose Cuervo Classic Lime Light Margarita Mix,tast great never enough stock store jose cuervo classic lime light margarita mix jose cuervo light margarita mix l bottl jose cuervo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6249,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,buy year tast like homemad without calori sweet mix,As good as homemade w/o calories,buy year tast like homemad without calori sweet mix good homemad wo calori jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4442,1,0
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,love tast good,Great product,love tast good great product jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9042,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,good refresh drink tast great taco dip true summer treat,Great sippin by the pool!,good refresh drink tast great taco dip true summer treat great sippin pool jose cuervo light margarita mix l bottl jose cuervo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9485,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,tast great,Excellent!,tast great excel jose cuervo light margarita mix l bottl jose cuervo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7964,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,4.0,great product beat gain weight v cold margarita summer battl good flavor calori usual squeez lime pitcher tast great,Lo-Cal Margaritas,great product beat gain weight v cold margarita summer battl good flavor calori usual squeez lime pitcher tast great local margarita jose cuervo light margarita mix l bottl jose cuervo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9382,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,low pricegreat tast,Great taste,low pricegreat tast great tast jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4588,1,0
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,tast great,Great product,tast great great product jose cuervo light margarita mix l bottl jose cuervo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,good tast low cal mixer buy expens tequila tast good,Tequila mixer,good tast low cal mixer buy expens tequila tast good tequila mixer jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5719,1,0
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,4.0,mouth bottl bigger would make easier get product put freezer im sure peopl make larg batch tequila mix mix melt quickli place freezer would speed process could get star,Jose Cuervo Classic Lime Light Margarita Mix,mouth bottl bigger would make easier get product put freezer im sure peopl make larg batch tequila mix mix melt quickli place freezer would speed process could get star jose cuervo classic lime light margarita mix jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Jose Cuervo,Jose Cuervo174 Light Margarita Mix - 1.75l Bottle,5.0,sinc start use product cant hardli drink margarita made high calori mixer fortun folk walmart area also start use local walmart rare doesnt,"great taste, no calories",sinc start use product cant hardli drink margarita made high calori mixer fortun folk walmart area also start use local walmart rare doesnt great tast calori jose cuervo light margarita mix l bottl jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5096,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,find store glad jet review collect part promot,Delicious!,find store glad jet review collect part promot delici powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4588,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,husband love uniqu tast margarita mix jet place offer mix grate price deliveri fast continu order jet review collect part promot,Great,husband love uniqu tast margarita mix jet place offer mix grate price deliveri fast continu order jet review collect part promot great powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,add tequila seltzer slice fresh lime make virgin margarita great way perfect summer entertain sweepstak review collect part promot,Excellent.,add tequila seltzer slice fresh lime make virgin margarita great way perfect summer entertain sweepstak review collect part promot excel powel mahoney margarita ml bottl powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9371,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,far best mixer pleasur tast perfectli balanc sweet tart citru note popular gather didnt last past minut,By far the best mixer I have had the pleasure of tasting,far best mixer pleasur tast perfectli balanc sweet tart citru note popular gather didnt last past minut far best mixer pleasur tast powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9349,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,excel tast high fructos corn syrup,Five Stars,excel tast high fructos corn syrup five star powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4588,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,im picki margarita drinker alway make lime juic mix decid give tri tell truth margarita awesom sweet tarttast realli good would buy make larg batch,"the margaritas were awesome, not too sweet not to tart",im picki margarita drinker alway make lime juic mix decid give tri tell truth margarita awesom sweet tarttast realli good would buy make larg batch margarita awesom sweet tart powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8807,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,best tast margarita mix use highli recommend,Great taste,best tast margarita mix use highli recommend great tast powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8957,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,best margarita mix sweet everytim host parti serv peopl love margarita,This is the best margarita mix - not too sweet,best margarita mix sweet everytim host parti serv peopl love margarita best margarita mix sweet powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9618,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,1.0,bought parent said aw tast chemic love margarita bought read review wont,"Gross, chemical taste.",bought parent said aw tast chemic love margarita bought read review wont gross chemic tast powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7753,0,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,bought first bottl powel mahoney margarita mix local decid best mix ever hard find local shop glad found amazon natur ingredi hand craft,P M Margarita mix is the best,bought first bottl powel mahoney margarita mix local decid best mix ever hard find local shop glad found amazon natur ingredi hand craft p margarita mix best powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9423,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,excel pre made mixer without artifici tast howev avail groceri store half price,Very good,excel pre made mixer without artifici tast howev avail groceri store half price good powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7096,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,tast pretti good pay lazi make mix fresh,Margaritas anyone,tast pretti good pay lazi make mix fresh margarita anyon powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5859,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,margarita mix tast soooo good sweet unlik brand dont need add anyth tequila choic your good go,Awesome margarita mix,margarita mix tast soooo good sweet unlik brand dont need add anyth tequila choic your good go awesom margarita mix powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8316,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,one best take long get,Five Stars,one best take long get five star powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,great natur margarita mix,Five Stars,great natur margarita mix five star powel mahoney margarita ml bottl powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,great margarita mix ad servic,Five Stars,great margarita mix ad servic five star powel mahoney margarita ml bottl powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,good mix,Good stuff,good mix good stuff powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,4.0,great margarita,Four Stars,great margarita four star powel mahoney margarita ml bottl powel mahoney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,1.0,dont wast money overr overpr could make look onlin recip wouldnt abl tell differ,Nope.,dont wast money overr overpr could make look onlin recip wouldnt abl tell differ nope powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,love margarita among popular adult beverag america mani peopl rank favorit alcohol beverag right tequila make notic differ mix margarita right mixer import well one best mixer avail power mahoney margaritai got know powel mahoney recent sing prais ever sinc mix everi bit delici other powel mahoney lineup thank small part natur ingredi use process taken good look ingredi use mixer theyr enough make even toler person cring even realli good tequila often mask tast bad mixer think mani mix drink could bare finish due lessthanpleas mixer basewith powel mahnoey margarita mixer get great natur tast desir good balanc sweet sour pour littl glass tast notic flavor lime littl bit orang overal tast lean toward sour side one seem right match fine tequila tast even good enough peopl might enjoy mixer serv non alcohol combin like soda water even rock noth addedmargarita popular drink even favorit drink lose appeal contain weak ingredi powel mahoney margarita mixer get great natur fresh citru flavor make perfect mix drink buy bottl vermont base compani fall love margarita,"Fresh, Natural Mixer for the Perfect Margarita",love margarita among popular adult beverag america mani peopl rank favorit alcohol beverag right tequila make notic differ mix margarita right mixer import well one best mixer avail power mahoney margaritai got know powel mahoney recent sing prais ever sinc mix everi bit delici other powel mahoney lineup thank small part natur ingredi use process taken good look ingredi use mixer theyr enough make even toler person cring even realli good tequila often mask tast bad mixer think mani mix drink could bare finish due lessthanpleas mixer basewith powel mahnoey margarita mixer get great natur tast desir good balanc sweet sour pour littl glass tast notic flavor lime littl bit orang overal tast lean toward sour side one seem right match fine tequila tast even good enough peopl might enjoy mixer serv non alcohol combin like soda water even rock noth addedmargarita popular drink even favorit drink lose appeal contain weak ingredi powel mahoney margarita mixer get great natur fresh citru flavor make perfect mix drink buy bottl vermont base compani fall love margarita fresh natur mixer perfect margarita powel mahoney margarita ml bottl powel mahoney,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0.9948,1,1
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,excel flavor sweetsyrupi like mix,Love it,excel flavor sweetsyrupi like mix love powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8658,1,0
Powell Mahoney,Powell Mahoney174 Margarita - 750ml Bottle,5.0,yum shave ice lime wedg arriv quickli boot,Five Stars,yum shave ice lime wedg arriv quickli boot five star powel mahoney margarita ml bottl powel mahoney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Angostura,16oz. Angostura Aromatic Bitters Cocktail Flavoring Bar Mixer,5.0,fantast st centuri tri drink mixtur work,QUALITY BITTERS !!!!!!!!!!!!!!!!!!!!!!!!!,fantast st centuri tri drink mixtur work qualiti bitter oz angostura aromat bitter cocktail flavor bar mixer angostura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.6808,1,0
Bittermens,Bittermens Xocolatl Mole Cocktail Bitters - 5 oz,5.0,tge best bittera tiki drink get give extra bust yoy need make top,Best bitters,tge best bittera tiki drink get give extra bust yoy need make top best bitter bittermen xocolatl mole cocktail bitter oz bittermen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6808,1,0
Bittermens,Bittermens Xocolatl Mole Cocktail Bitters - 5 oz,5.0,peopl dont think thing like bitter muddl fruit dont make differ drink couldnt wrong habenero shrub bitter add real dimens cocktail anyon seriou drink,Bittermen's Hellfire Habanero Shrub cocktail bitter,peopl dont think thing like bitter muddl fruit dont make differ drink couldnt wrong habenero shrub bitter add real dimens cocktail anyon seriou drink bittermen hellfir habanero shrub cocktail bitter bittermen xocolatl mole cocktail bitter oz bittermen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.8676,1,0
Bittermens,Bittermens Xocolatl Mole Cocktail Bitters - 5 oz,5.0,love product weve use almost nightli make cocktail,Delicious addition to cocktails.,love product weve use almost nightli make cocktail delici addit cocktail bittermen xocolatl mole cocktail bitter oz bittermen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.34,1,1
